Args got
indir None
outdir /home/ec2-user/ThermoDrift/experiments/trainv5/
Data loaded
ESM1b loaded
Classifier, optimizer, and criterion compiled
Using device cuda:0
Moved tensors to cuda:0
Dataloaders built
Number of parameters classifier:  172419
outputs [[0.3495863080024719, 0.31974461674690247, 0.330669105052948]]  lables [1]
outputs [[0.3532755672931671, 0.3245929181575775, 0.32213154435157776]]  lables [2]
outputs [[0.3458279073238373, 0.33853626251220703, 0.3156358599662781]]  lables [1]
outputs [[0.3506532609462738, 0.30753839015960693, 0.3418083190917969]]  lables [0]
outputs [[0.34385836124420166, 0.31617075204849243, 0.3399708867073059]]  lables [2]
outputs [[0.3548959195613861, 0.32686659693717957, 0.3182374835014343]]  lables [0]
outputs [[0.3521632254123688, 0.32846108078956604, 0.3193757236003876]]  lables [1]
outputs [[0.3511631488800049, 0.3149677515029907, 0.3338690400123596]]  lables [0]
outputs [[0.3509073257446289, 0.3089061975479126, 0.3401864469051361]]  lables [2]
outputs [[0.34667783975601196, 0.3188406527042389, 0.33448150753974915]]  lables [2]
outputs [[0.3604590594768524, 0.3096291422843933, 0.3299117982387543]]  lables [2]
outputs [[0.3373667895793915, 0.32877814769744873, 0.3338550925254822]]  lables [0]
outputs [[0.3526034951210022, 0.30585601925849915, 0.34154051542282104]]  lables [2]
outputs [[0.35262227058410645, 0.3114325702190399, 0.335945188999176]]  lables [0]
outputs [[0.3339432179927826, 0.32067471742630005, 0.34538206458091736]]  lables [2]
outputs [[0.34299495816230774, 0.31719064712524414, 0.3398143947124481]]  lables [0]
outputs [[0.36037513613700867, 0.3224015533924103, 0.31722328066825867]]  lables [0]
outputs [[0.3424588143825531, 0.32477495074272156, 0.33276620507240295]]  lables [0]
outputs [[0.3475278317928314, 0.32465940713882446, 0.32781270146369934]]  lables [1]
outputs [[0.34374287724494934, 0.3154258131980896, 0.34083127975463867]]  lables [0]
outputs [[0.36225658655166626, 0.308021605014801, 0.3297217786312103]]  lables [0]
outputs [[0.34586021304130554, 0.32612499594688416, 0.3280147612094879]]  lables [2]
outputs [[0.353213906288147, 0.3146001696586609, 0.33218592405319214]]  lables [2]
outputs [[0.35841837525367737, 0.3210698664188385, 0.3205117881298065]]  lables [0]
outputs [[0.34818243980407715, 0.3133625388145447, 0.33845508098602295]]  lables [2]
outputs [[0.35149747133255005, 0.3183017671108246, 0.33020076155662537]]  lables [1]
outputs [[0.3518684208393097, 0.3141387104988098, 0.3339928686618805]]  lables [0]
outputs [[0.34811681509017944, 0.3362480401992798, 0.31563514471054077]]  lables [1]
outputs [[0.34975719451904297, 0.32015764713287354, 0.3300851583480835]]  lables [2]
outputs [[0.35951465368270874, 0.31543996930122375, 0.3250453770160675]]  lables [2]
outputs [[0.3512778878211975, 0.3105747699737549, 0.3381473422050476]]  lables [2]
outputs [[0.34788912534713745, 0.3264934718608856, 0.32561734318733215]]  lables [0]
outputs [[0.35412299633026123, 0.32172510027885437, 0.324151873588562]]  lables [0]
outputs [[0.3537714183330536, 0.3146301805973053, 0.3315984308719635]]  lables [0]
outputs [[0.3466794490814209, 0.3258788287639618, 0.3274416923522949]]  lables [1]
outputs [[0.35224345326423645, 0.31587252020835876, 0.3318840563297272]]  lables [1]
outputs [[0.34976106882095337, 0.32246720790863037, 0.32777175307273865]]  lables [2]
outputs [[0.34598347544670105, 0.324301540851593, 0.32971498370170593]]  lables [1]
outputs [[0.3497275412082672, 0.3178475797176361, 0.3324248492717743]]  lables [1]
outputs [[0.3468067944049835, 0.32659152150154114, 0.32660165429115295]]  lables [2]
outputs [[0.34929558634757996, 0.3163730800151825, 0.33433133363723755]]  lables [2]
outputs [[0.3570500612258911, 0.32934829592704773, 0.31360167264938354]]  lables [0]
outputs [[0.34597575664520264, 0.3238760828971863, 0.3301481604576111]]  lables [1]
outputs [[0.3357384204864502, 0.32450732588768005, 0.33975428342819214]]  lables [2]
outputs [[0.3522520363330841, 0.3217441737651825, 0.3260038197040558]]  lables [2]
outputs [[0.3457368314266205, 0.32706230878829956, 0.32720082998275757]]  lables [1]
outputs [[0.3439371585845947, 0.32586807012557983, 0.3301948010921478]]  lables [1]
outputs [[0.3439120054244995, 0.31713736057281494, 0.33895063400268555]]  lables [2]
outputs [[0.34839966893196106, 0.3168802261352539, 0.33472010493278503]]  lables [1]
outputs [[0.3478532135486603, 0.3060266673564911, 0.346120148897171]]  lables [2]
outputs [[0.3411191403865814, 0.3277876079082489, 0.3310932517051697]]  lables [2]
outputs [[0.3373206555843353, 0.3238363265991211, 0.3388429880142212]]  lables [1]
outputs [[0.3420618176460266, 0.31845682859420776, 0.3394813537597656]]  lables [2]
outputs [[0.34350526332855225, 0.3117627501487732, 0.34473201632499695]]  lables [2]
outputs [[0.3581167757511139, 0.31721746921539307, 0.32466572523117065]]  lables [2]
outputs [[0.34548285603523254, 0.31713491678237915, 0.3373822271823883]]  lables [0]
outputs [[0.35994407534599304, 0.32422682642936707, 0.3158290982246399]]  lables [0]
outputs [[0.35150283575057983, 0.3227194547653198, 0.32577773928642273]]  lables [2]
outputs [[0.3460468053817749, 0.30785074830055237, 0.3461024761199951]]  lables [2]
outputs [[0.3522632420063019, 0.3142925202846527, 0.333444207906723]]  lables [1]
outputs [[0.3435405194759369, 0.3079969882965088, 0.3484624922275543]]  lables [0]
outputs [[0.3444349765777588, 0.32033655047416687, 0.33522844314575195]]  lables [2]
outputs [[0.34034499526023865, 0.33244580030441284, 0.32720914483070374]]  lables [2]
outputs [[0.34959888458251953, 0.3227563202381134, 0.3276447653770447]]  lables [1]
outputs [[0.342796266078949, 0.31897205114364624, 0.3382317125797272]]  lables [2]
outputs [[0.3398062586784363, 0.32541927695274353, 0.3347744941711426]]  lables [2]
outputs [[0.3604087233543396, 0.3223281502723694, 0.317263126373291]]  lables [0]
outputs [[0.35189372301101685, 0.3152579069137573, 0.3328483998775482]]  lables [0]
outputs [[0.3405389189720154, 0.3072596490383148, 0.3522014319896698]]  lables [2]
outputs [[0.3552810549736023, 0.3135910630226135, 0.3311278820037842]]  lables [2]
outputs [[0.3385550081729889, 0.32054081559181213, 0.3409041166305542]]  lables [0]
outputs [[0.3555764853954315, 0.3168964385986328, 0.32752710580825806]]  lables [2]
outputs [[0.34716367721557617, 0.31788161396980286, 0.33495470881462097]]  lables [0]
outputs [[0.3578636050224304, 0.31716710329055786, 0.32496926188468933]]  lables [2]
outputs [[0.343104749917984, 0.3210701644420624, 0.335825115442276]]  lables [1]
outputs [[0.344438761472702, 0.31751036643981934, 0.33805087208747864]]  lables [1]
outputs [[0.3534729778766632, 0.31542131304740906, 0.3311057686805725]]  lables [2]
outputs [[0.3451692461967468, 0.3113616108894348, 0.34346920251846313]]  lables [0]
outputs [[0.3441348075866699, 0.30672815442085266, 0.3491370677947998]]  lables [1]
outputs [[0.34969279170036316, 0.3168169856071472, 0.3334902822971344]]  lables [2]
outputs [[0.34095847606658936, 0.31770309805870056, 0.3413383960723877]]  lables [0]
outputs [[0.3539704382419586, 0.3164439797401428, 0.32958558201789856]]  lables [1]
outputs [[0.34392955899238586, 0.3079199194908142, 0.3481505513191223]]  lables [0]
outputs [[0.3455939292907715, 0.3149621784687042, 0.3394438922405243]]  lables [0]
outputs [[0.34979674220085144, 0.31799933314323425, 0.3322038948535919]]  lables [1]
outputs [[0.34207797050476074, 0.329801082611084, 0.3281209468841553]]  lables [0]
outputs [[0.3561086356639862, 0.30559077858924866, 0.33830058574676514]]  lables [2]
outputs [[0.348244845867157, 0.3136255443096161, 0.33812958002090454]]  lables [1]
outputs [[0.35277503728866577, 0.3213340640068054, 0.3258908987045288]]  lables [0]
outputs [[0.34408149123191833, 0.31741970777511597, 0.3384988605976105]]  lables [0]
outputs [[0.3505863845348358, 0.3191320300102234, 0.3302815854549408]]  lables [1]
outputs [[0.3496021628379822, 0.3146744966506958, 0.335723340511322]]  lables [2]
outputs [[0.34787991642951965, 0.319997638463974, 0.33212247490882874]]  lables [0]
outputs [[0.35028859972953796, 0.3068225085735321, 0.34288889169692993]]  lables [1]
outputs [[0.34016698598861694, 0.326764315366745, 0.33306872844696045]]  lables [1]
outputs [[0.35734859108924866, 0.3091985583305359, 0.33345282077789307]]  lables [0]
outputs [[0.3384672999382019, 0.3294137418270111, 0.3321189880371094]]  lables [1]
outputs [[0.3519856035709381, 0.30822619795799255, 0.3397882282733917]]  lables [0]
outputs [[0.3538656234741211, 0.3180381655693054, 0.3280962407588959]]  lables [1]
outputs [[0.3445145785808563, 0.32672619819641113, 0.32875925302505493]]  lables [2]
outputs [[0.34233343601226807, 0.3201519250869751, 0.33751460909843445]]  lables [2]
outputs [[0.34164220094680786, 0.3198463022708893, 0.33851152658462524]]  lables [2]
outputs [[0.3522067070007324, 0.31902506947517395, 0.32876819372177124]]  lables [2]
outputs [[0.34396812319755554, 0.31954944133758545, 0.3364824950695038]]  lables [2]
outputs [[0.3564263880252838, 0.3248661160469055, 0.3187074661254883]]  lables [1]
outputs [[0.3535901606082916, 0.32639676332473755, 0.3200130760669708]]  lables [0]
outputs [[0.3420430123806, 0.3085538446903229, 0.34940317273139954]]  lables [0]
outputs [[0.3451475203037262, 0.3232920467853546, 0.3315604627132416]]  lables [1]
outputs [[0.3442932069301605, 0.32168149948120117, 0.3340253233909607]]  lables [1]
outputs [[0.34984925389289856, 0.3296727240085602, 0.32047799229621887]]  lables [1]
outputs [[0.36492642760276794, 0.31302088499069214, 0.3220527172088623]]  lables [0]
outputs [[0.34097054600715637, 0.3336184024810791, 0.3254111111164093]]  lables [1]
outputs [[0.33834108710289, 0.3154103457927704, 0.3462485671043396]]  lables [1]
outputs [[0.3430953621864319, 0.32301440834999084, 0.3338901698589325]]  lables [2]
outputs [[0.35372018814086914, 0.3179481029510498, 0.32833167910575867]]  lables [0]
outputs [[0.34379440546035767, 0.3191390633583069, 0.33706656098365784]]  lables [0]
outputs [[0.34379568696022034, 0.3164852261543274, 0.33971908688545227]]  lables [2]
outputs [[0.3477560579776764, 0.3114565312862396, 0.34078744053840637]]  lables [2]
outputs [[0.34718087315559387, 0.3266066908836365, 0.3262123763561249]]  lables [1]
outputs [[0.35061654448509216, 0.31428638100624084, 0.3350971043109894]]  lables [0]
outputs [[0.3618537485599518, 0.3159402906894684, 0.32220590114593506]]  lables [0]
outputs [[0.35480251908302307, 0.3130115270614624, 0.3321859538555145]]  lables [2]
outputs [[0.34690386056900024, 0.31893786787986755, 0.3341583013534546]]  lables [2]
outputs [[0.3598746359348297, 0.32487642765045166, 0.315248966217041]]  lables [0]
outputs [[0.3551599979400635, 0.3206366300582886, 0.32420334219932556]]  lables [0]
outputs [[0.3444579839706421, 0.32556864619255066, 0.32997339963912964]]  lables [1]
outputs [[0.35194098949432373, 0.3153447210788727, 0.3327142298221588]]  lables [1]
outputs [[0.34710952639579773, 0.3155950605869293, 0.33729541301727295]]  lables [1]
outputs [[0.35763469338417053, 0.3047928214073181, 0.33757245540618896]]  lables [0]
outputs [[0.35103172063827515, 0.31395483016967773, 0.33501341938972473]]  lables [2]
outputs [[0.3520776033401489, 0.31261327862739563, 0.3353091776371002]]  lables [0]
outputs [[0.34270980954170227, 0.32214564085006714, 0.335144579410553]]  lables [1]
outputs [[0.35187023878097534, 0.3195752799510956, 0.3285544812679291]]  lables [1]
outputs [[0.35608312487602234, 0.33359307050704956, 0.3103237748146057]]  lables [1]
outputs [[0.34377577900886536, 0.32002198696136475, 0.3362022340297699]]  lables [1]
outputs [[0.3405224680900574, 0.31145185232162476, 0.3480256497859955]]  lables [1]
outputs [[0.3507113754749298, 0.32332897186279297, 0.32595962285995483]]  lables [2]
outputs [[0.34256353974342346, 0.322904497385025, 0.3345320224761963]]  lables [2]
outputs [[0.3396266996860504, 0.31766277551651, 0.3427104651927948]]  lables [1]
outputs [[0.3457392752170563, 0.3117901682853699, 0.34247058629989624]]  lables [2]
outputs [[0.34658992290496826, 0.3240285813808441, 0.32938152551651]]  lables [0]
outputs [[0.3425619900226593, 0.3121773898601532, 0.3452605903148651]]  lables [1]
outputs [[0.3486204743385315, 0.32866349816322327, 0.32271602749824524]]  lables [2]
outputs [[0.34300100803375244, 0.33416053652763367, 0.3228384256362915]]  lables [1]
outputs [[0.3471250832080841, 0.32198184728622437, 0.3308930993080139]]  lables [0]
outputs [[0.33975163102149963, 0.3238716721534729, 0.33637669682502747]]  lables [1]
outputs [[0.3516941964626312, 0.32546937465667725, 0.3228364586830139]]  lables [0]
outputs [[0.3582246005535126, 0.31092768907546997, 0.33084768056869507]]  lables [0]
outputs [[0.35306257009506226, 0.3206320106983185, 0.32630541920661926]]  lables [0]
outputs [[0.34702256321907043, 0.3104425370693207, 0.3425348997116089]]  lables [2]
outputs [[0.3468281030654907, 0.3194839656352997, 0.3336879312992096]]  lables [1]
outputs [[0.34087494015693665, 0.3241564631462097, 0.33496853709220886]]  lables [2]
outputs [[0.3514102101325989, 0.3140265941619873, 0.3345631957054138]]  lables [1]
outputs [[0.34262558817863464, 0.32575923204421997, 0.3316151797771454]]  lables [2]
outputs [[0.3442012369632721, 0.3178751766681671, 0.3379236161708832]]  lables [1]
outputs [[0.3449176847934723, 0.3174327313899994, 0.33764952421188354]]  lables [1]
outputs [[0.34778276085853577, 0.30860283970832825, 0.3436144292354584]]  lables [0]
outputs [[0.3490346670150757, 0.33049729466438293, 0.320468008518219]]  lables [1]
outputs [[0.34784069657325745, 0.3232767879962921, 0.3288825452327728]]  lables [0]
outputs [[0.34574639797210693, 0.31583017110824585, 0.3384234607219696]]  lables [2]
outputs [[0.3423266112804413, 0.33200377225875854, 0.32566961646080017]]  lables [2]
outputs [[0.3525378406047821, 0.3040854334831238, 0.3433767259120941]]  lables [2]
outputs [[0.34737980365753174, 0.31393560767173767, 0.3386845588684082]]  lables [1]
outputs [[0.3654407262802124, 0.3030535578727722, 0.33150577545166016]]  lables [1]
outputs [[0.3540928363800049, 0.3077457547187805, 0.3381613790988922]]  lables [0]
outputs [[0.3466425836086273, 0.3249780833721161, 0.3283793032169342]]  lables [1]
outputs [[0.35387101769447327, 0.3084210455417633, 0.33770790696144104]]  lables [0]
outputs [[0.35903823375701904, 0.31546157598495483, 0.3255002200603485]]  lables [2]
outputs [[0.34103327989578247, 0.3262903392314911, 0.33267635107040405]]  lables [1]
outputs [[0.33977580070495605, 0.3105456829071045, 0.34967854619026184]]  lables [0]
outputs [[0.35175761580467224, 0.31423014402389526, 0.3340122401714325]]  lables [2]
outputs [[0.3632659614086151, 0.3148956894874573, 0.3218383491039276]]  lables [1]
outputs [[0.34720802307128906, 0.30944859981536865, 0.3433433473110199]]  lables [2]
outputs [[0.3508193790912628, 0.30552536249160767, 0.3436552882194519]]  lables [1]
outputs [[0.3415740728378296, 0.3253094255924225, 0.33311647176742554]]  lables [1]
outputs [[0.34614795446395874, 0.3130570948123932, 0.3407949209213257]]  lables [0]
outputs [[0.34308698773384094, 0.32722440361976624, 0.3296886086463928]]  lables [2]
outputs [[0.34252044558525085, 0.3155304193496704, 0.3419491648674011]]  lables [0]
outputs [[0.35224875807762146, 0.30819064378738403, 0.3395606279373169]]  lables [1]
outputs [[0.34501808881759644, 0.32345783710479736, 0.3315240442752838]]  lables [0]
outputs [[0.35506632924079895, 0.3156259059906006, 0.32930779457092285]]  lables [0]
outputs [[0.3517027199268341, 0.3047638237476349, 0.3435335159301758]]  lables [0]
outputs [[0.34303921461105347, 0.32296112179756165, 0.3339996337890625]]  lables [0]
outputs [[0.346347838640213, 0.3347907066345215, 0.3188614547252655]]  lables [1]
outputs [[0.3472023904323578, 0.31746602058410645, 0.33533164858818054]]  lables [1]
outputs [[0.3454620838165283, 0.3316197395324707, 0.3229181468486786]]  lables [1]
outputs [[0.34801143407821655, 0.320231556892395, 0.3317570388317108]]  lables [2]
outputs [[0.348360538482666, 0.31909674406051636, 0.33254274725914]]  lables [2]
outputs [[0.3500041961669922, 0.31585627794265747, 0.33413952589035034]]  lables [1]
outputs [[0.34856298565864563, 0.31680774688720703, 0.33462923765182495]]  lables [0]
outputs [[0.3501207232475281, 0.3132266104221344, 0.3366526961326599]]  lables [0]
outputs [[0.34803342819213867, 0.32564765214920044, 0.3263189196586609]]  lables [2]
outputs [[0.34880390763282776, 0.3163284957408905, 0.33486756682395935]]  lables [2]
outputs [[0.3369826674461365, 0.32946327328681946, 0.3335540294647217]]  lables [1]
outputs [[0.3415277302265167, 0.31784892082214355, 0.3406233489513397]]  lables [1]
outputs [[0.35629838705062866, 0.3086370825767517, 0.33506450057029724]]  lables [0]
outputs [[0.3523714244365692, 0.31111854314804077, 0.3365100026130676]]  lables [2]
outputs [[0.35226085782051086, 0.31332847476005554, 0.334410697221756]]  lables [0]
outputs [[0.35795098543167114, 0.3244580030441284, 0.31759095191955566]]  lables [0]
outputs [[0.35731711983680725, 0.31137198209762573, 0.3313109278678894]]  lables [1]
outputs [[0.3494133949279785, 0.3156845271587372, 0.3349021077156067]]  lables [0]
outputs [[0.3494114279747009, 0.31941357254981995, 0.33117493987083435]]  lables [1]
outputs [[0.3564491271972656, 0.32754236459732056, 0.3160085380077362]]  lables [0]
outputs [[0.3518248498439789, 0.3204422891139984, 0.32773280143737793]]  lables [1]
